# DEC: -19.5125444444444
# TRANSIENT_ID: 75564
# REDSHIFT_ERR: None
# SPECTRUM_NOTES: None
# OBS_GROUP_ID: 55
# RLAP: None
# OBS_DATE: 2021-05-03 00:00:00+00:00
# UNIT_ID: None
# SPEC_DATA_FILE: None
# RA: 198.256583333333
# SPEC_PHASE: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# REDSHIFT_QUALITY: None
# DATA_QUALITY_ID: 7
# SPEC_PLOT_FILE: None
# REDSHIFT: None
# INSTRUMENT_ID: 1

wavelength,flux,fluxerr
4499.472,1.19908e+00,8.25856e-02
4502.003,1.00404e+00,8.03574e-02
4504.534,9.87113e-01,7.49685e-02
4507.065,1.02039e+00,7.15346e-02
4509.596,1.04459e+00,7.37726e-02
4512.127,1.02963e+00,7.87443e-02
4514.658,1.14970e+00,8.10260e-02
4517.189,1.20732e+00,7.53958e-02
4519.720,1.23073e+00,7.23758e-02
4522.251,1.20712e+00,7.37195e-02
4524.782,1.26441e+00,7.68059e-02
4527.313,1.16894e+00,7.89841e-02
4529.844,1.23409e+00,7.59223e-02
4532.376,1.41030e+00,7.26158e-02
4534.907,1.37422e+00,7.16935e-02
4537.438,1.35902e+00,7.37921e-02
4539.969,1.45740e+00,7.88793e-02
4542.500,1.23361e+00,7.70950e-02
4545.031,1.38527e+00,7.21245e-02
4547.562,1.39027e+00,6.96659e-02
4550.093,1.34862e+00,7.03823e-02
4552.624,1.59770e+00,7.67604e-02
4555.155,1.35300e+00,7.56985e-02
4557.686,1.44315e+00,7.11157e-02
4560.217,1.65773e+00,6.91821e-02
4562.748,1.78288e+00,6.98775e-02
4565.279,1.68113e+00,7.28820e-02
4567.810,1.66501e+00,7.56327e-02
4570.341,1.84361e+00,7.30832e-02
4572.872,1.96635e+00,6.97388e-02
4575.403,1.97654e+00,6.92889e-02
4577.934,2.11032e+00,7.27557e-02
4580.465,2.09007e+00,7.70748e-02
4582.996,2.00178e+00,7.52613e-02
4585.527,2.27940e+00,7.11714e-02
4588.058,2.24141e+00,6.94915e-02
4590.589,2.22356e+00,7.10883e-02
4593.120,2.42237e+00,7.72664e-02
4595.652,2.64199e+00,7.89003e-02
4598.183,2.51262e+00,7.24190e-02
4600.714,2.58566e+00,7.02502e-02
4603.245,2.59342e+00,7.10055e-02
4605.776,2.72916e+00,7.61125e-02
4608.307,2.79435e+00,7.83618e-02
4610.838,2.63790e+00,7.42729e-02
4613.369,2.78572e+00,7.12508e-02
