# DEC: -19.5125555555556
# TRANSIENT_ID: 75564
# REDSHIFT_ERR: None
# SPECTRUM_NOTES: None
# OBS_GROUP_ID: 55
# RLAP: None
# OBS_DATE: 2021-04-19 10:17:43.700000+00:00
# UNIT_ID: None
# SPEC_DATA_FILE: None
# RA: 198.256708333333
# SPEC_PHASE: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# REDSHIFT_QUALITY: None
# DATA_QUALITY_ID: None
# SPEC_PLOT_FILE: None
# REDSHIFT: None
# INSTRUMENT_ID: 1

wavelength,flux,fluxerr
4570.030,3.64911e+00,1.13348e-01
4572.560,3.65642e+00,1.16381e-01
4575.090,3.59285e+00,1.24295e-01
4577.620,3.86398e+00,1.26223e-01
4580.150,4.01513e+00,1.18473e-01
4582.680,4.42136e+00,1.15396e-01
4585.210,4.45003e+00,1.17465e-01
4587.740,4.47927e+00,1.25712e-01
4590.270,4.57351e+00,1.28467e-01
4592.800,4.74585e+00,1.21740e-01
4595.330,4.69599e+00,1.15306e-01
4597.860,4.88136e+00,1.17369e-01
4600.390,4.85575e+00,1.23371e-01
4602.920,5.11381e+00,1.28228e-01
4605.450,5.22000e+00,1.23079e-01
4607.980,5.15931e+00,1.16404e-01
4610.510,5.16570e+00,1.15792e-01
4613.040,4.97179e+00,1.20097e-01
4615.570,5.08830e+00,1.26351e-01
4618.100,5.26846e+00,1.23762e-01
4620.630,5.08334e+00,1.14837e-01
4623.160,5.28611e+00,1.14715e-01
4625.690,4.97832e+00,1.17182e-01
4628.220,5.45417e+00,1.26790e-01
4630.750,5.29035e+00,1.23294e-01
4633.281,5.29600e+00,1.15357e-01
4635.811,5.34861e+00,1.13210e-01
4638.341,5.45072e+00,1.18100e-01
4640.871,5.88566e+00,1.29227e-01
4643.401,5.91610e+00,1.29739e-01
4645.931,6.03862e+00,1.19757e-01
4648.461,6.33014e+00,1.18494e-01
4650.991,6.34154e+00,1.20822e-01
4653.521,6.49394e+00,1.31625e-01
4656.051,6.55019e+00,1.33321e-01
4658.581,6.73248e+00,1.24543e-01
4661.111,6.87172e+00,1.21243e-01
4663.641,6.95145e+00,1.23974e-01
4666.171,7.05313e+00,1.33607e-01
4668.701,6.91050e+00,1.35634e-01
4671.231,7.12098e+00,1.28974e-01
4673.761,6.81593e+00,1.20805e-01
4676.291,6.78584e+00,1.20997e-01
4678.821,6.97855e+00,1.28374e-01
4681.351,7.00194e+00,1.32202e-01
4683.881,6.63133e+00,1.23065e-01
4686.411,6.61696e+00,1.16636e-01
4688.941,6.41172e+00,1.14580e-01
4691.471,6.28217e+00,1.19174e-01
4694.001,5.90603e+00,1.22533e-01
4696.531,5.89722e+00,1.17434e-01
4699.062,5.62808e+00,1.07774e-01
4701.592,5.12286e+00,1.03792e-01
4704.122,4.77843e+00,1.05891e-01
4706.652,4.69806e+00,1.11211e-01
4709.182,4.64968e+00,1.08340e-01
4711.712,4.41409e+00,9.91463e-02
4714.242,4.09574e+00,9.44340e-02
4716.772,4.04611e+00,9.75599e-02
4719.302,3.77402e+00,1.02424e-01
4721.832,3.78981e+00,1.01594e-01
4724.362,3.61274e+00,9.20190e-02
4726.892,3.54890e+00,8.92708e-02
4729.422,3.28078e+00,9.06554e-02
4731.952,3.36952e+00,9.80384e-02
4734.482,3.27175e+00,9.69563e-02
4737.012,3.19523e+00,9.04864e-02
4739.542,3.12788e+00,8.68339e-02
4742.072,3.04217e+00,8.85792e-02
4744.602,3.10435e+00,9.38426e-02
4747.132,2.91380e+00,9.32184e-02
4749.662,2.85654e+00,8.62816e-02
4752.192,2.70187e+00,8.13560e-02
4754.722,2.69140e+00,8.06647e-02
4757.252,2.79435e+00,8.69360e-02
4759.782,2.82324e+00,8.83421e-02
4762.312,2.79094e+00,8.42635e-02
4764.842,2.81802e+00,7.98036e-02
4767.373,2.91598e+00,7.97377e-02
4769.903,2.98928e+00,8.55084e-02
